"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/test/views/layout.html","12","2","12","84"
"Overly permissive regular expression range","Overly permissive regular expression ranges match a wider range of characters than intended. This may allow an attacker to bypass a filter or sanitizer.","warning","Suspicious character range that overlaps with \u00e1-\u017e in the same character class.","/utils.js","68","34","68","36"
"Disabling certificate validation","Disabling cryptographic certificate validation can cause security vulnerabilities.","error","Disabling certificate validation is strongly discouraged.","/index.js","10477","2","10477","41"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '*'.","/bundles.js","251","58","251","69"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '*'.","/index.js","2238","9","2238","19"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '*'.","/index.js","2482","9","2482","19"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '*'.","/index.js","3485","9","3485","19"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '*'.","/index.js","3895","10","3895","40"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '*'.","/index.js","5541","75","5541","83"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '*'.","/internal.js","495","32","495","45"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/internal.js","1870","35","1870","56"
"Bad HTML filtering regexp","Matching HTML tags using regular expressions is hard to do right, and can easily lead to security issues.","warning","This regular expression does not match upper case <SCRIPT> tags.","/index.js","19398","90","19398","105"
"Bad HTML filtering regexp","Matching HTML tags using regular expressions is hard to do right, and can easily lead to security issues.","warning","This regular expression does not match upper case <SCRIPT> tags.","/index.js","19423","80","19423","95"
"Incomplete multi-character sanitization","A sanitizer that removes a sequence of characters may reintroduce the dangerous sequence.","warning","This string may still contain [[""<script""|""relative:///index.js:19398:90:19398:90""]], which may cause an HTML element injection vulnerability.","/index.js","19398","56","19398","112"
"Incomplete multi-character sanitization","A sanitizer that removes a sequence of characters may reintroduce the dangerous sequence.","warning","This string may still contain [[""<style""|""relative:///index.js:19409:82:19409:82""]], which may cause an HTML element injection vulnerability.","/index.js","19409","48","19409","103"
"Incomplete multi-character sanitization","A sanitizer that removes a sequence of characters may reintroduce the dangerous sequence.","warning","This string may still contain [[""<script""|""relative:///index.js:19423:80:19423:80""]], which may cause an HTML element injection vulnerability.","/index.js","19423","46","19423","102"
"Prototype-polluting assignment","Modifying an object obtained via a user-controlled property name may lead to accidental mutation of the built-in Object prototype, and possibly escalate to remote code execution or cross-site scripting.","warning","This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [[""library input""|""relative:///builders.js:5842:27:5842:30""]].","/builders.js","5850","4","5850","14"
